rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
4257,1623,Academy Mortgage,UT,Sandy,Salt Lake City,66.0598,270080341,Financial Services,1
4258,163,SparkHound,LA,Baton Rouge,Baton Rouge LA,66.0614,24797613,IT Services,3
4259,47,ID Experts,OR,Portland,Portland OR,66.0186,18347800,Security,3
4260,31,CETRA Language Solutions,PA,Elkins Park,Philadelphia,66.01,6320000,Business Products & Services,7
4261,10,eMinutes,CA,Los Angeles,Los Angeles,65.987,3062181,Business Products & Services,1
4262,25,KAVI Software,GA,Suwanee,Atlanta,65.9596,2625058,IT Services,2
4263,38,EPIC Systems,MO,St. Louis,St. Louis MO-IL,65.9392,17226521,Manufacturing,6
4264,31,Executive Travel,NE,Lincoln,Lincoln NE,65.8986,4303157,Travel & Hospitality,3
4265,274,Fulcrum IT Services,VA,Centreville,Washington DC,65.7484,37683008,IT Services,5
4266,42,(add)ventures,RI,Providence,Providence-New Bedford-Fall River RI-MA,65.7443,9695342,Advertising & Marketing,10
4267,2061,Defender Direct,IN,Indianapolis,Indianapolis IN,65.7193,424548000,Security,8
4268,182,MotionPoint,FL,Coconut Creek,Miami,65.7133,36824258,IT Services,7
4269,47,Medina Plating,OH,Medina,Cleveland,65.7109,4067832,Manufacturing,1
4270,15,Alliance Adjustment Group,PA,Doylestown,Philadelphia,65.6882,4312343,Insurance,1
4271,28,Spring Works Utah,UT,Woods Cross,Ogden-Clearfield UT,65.6351,3828028,Manufacturing,6
4272,6,London Guest Suites,CA,West Hollywood,Los Angeles,65.6429,3298992,Travel & Hospitality,2
4273,7000,Two Men and a Truck International,MI,Lansing,Lansing-East Lansing MI,65.6314,310146215,Logistics & Transportation,2
4274,21,Reach Technology,CA,Fremont,San Francisco,65.5954,8666330,Computer Hardware,1
4275,79,Education Management Solutions,PA,Exton,Philadelphia,65.579,19379156,Education,8
4276,106,Community Impact Newspaper,TX,Pflugerville,Austin,65.5419,11905598,Media,5
4277,33,WingSwept,NC,Garner,Raleigh-Cary NC,65.5172,3360000,IT Services,4
4278,178,Buchanan & Edwards,VA,Arlington,Washington DC,65.4454,32905024,IT Services,5
4279,129,Native Hawaiian Veterans,HI,Honolulu,Honolulu HI,65.3897,14225179,Government Services,1
4280,2171,Asset Plus Companies,TX,Houston,Houston,65.3813,15803021,Real Estate,4
4281,44,Thermal Edge,TX,Irving,Dallas,65.3769,8727746,Manufacturing,4
4282,1130,CyraCom,AZ,Tucson,Tucson AZ,65.3712,61828000,Business Products & Services,8
4283,87,Covenant Eyes,MI,Owosso,Saginaw-Saginaw Township North MI,65.2532,8916110,Software,4
4284,72,Mobile One Courier & Logistics,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,65.2044,3471992,Logistics & Transportation,3
4285,600,Arrow Security,NY,Smithtown,New York City,65.0915,16670314,Security,3
4286,50,SnapCab,PA,Warrington,Philadelphia,65.0846,9842911,Manufacturing,5
4287,44,House of Antique Hardware,OR,Portland,Portland OR,65.0654,15341439,Retail,8
4288,186,Latisys,CO,Englewood,Denver,65.0248,88181000,IT Services,6
4289,64,MyBinding.com,OR,Hillsboro,Portland OR,64.9954,16224000,Business Products & Services,4
4290,53,Bluebird Network,MO,Columbia,Columbia MO,64.9866,29231267,Telecommunications,2
4291,5,Positive Management Leadership,SC,Greenwood,,64.9684,2485157,Human Resources,2
4292,108,Sobel Westex,NV,Las Vegas,Las Vegas-Paradise NV,64.9355,143190481,Business Products & Services,2
4293,15,CSG Creative,VA,Alexandria,Washington DC,64.914,3433361,Advertising & Marketing,2
4294,12,Point to Point Transportation Services,WA,Seattle,Seattle,64.8806,4909888,Logistics & Transportation,3
4295,16,Eco Lips,IA,Cedar Rapids,Cedar Rapids IA,64.8757,2067599,Consumer Products & Services,1
4296,109,Entech,PA,Berwyn,Philadelphia,64.8396,14004992,IT Services,1
4297,28,TriCore,NJ,Robbinsville,,64.8059,4876676,Human Resources,3
4298,372,Velocity Technology Solutions,NY,New York,New York City,64.7711,87392941,IT Services,1
4299,77,Technomics,VA,Arlington,Washington DC,64.7622,15207091,Government Services,1
4300,118,Productivity Associates,CA,San Diego,San Diego,64.6968,5580060,Software,2
4301,300,CH Reynolds,CA,San Jose,San Jose,64.6899,59874714,Construction,4
4302,12500,Wingstop,TX,Dallas,Dallas,64.6707,549910831,Food & Beverage,5
4303,69,IMS Technology Services,PA,Garnet Valley,,64.6655,16150180,Business Products & Services,3
4304,85,bluemedia,AZ,Tempe,Phoenix,64.6672,12232346,Advertising & Marketing,6
4305,8,Mudge Fasteners,CA,Corona,Riverside-San Bernardino-Ontario CA,64.6586,3280000,Business Products & Services,2
4306,32,Truepoint,OH,Cincinnati,Cincinnati,64.6389,8394996,Financial Services,4
4307,60,AFS Acceptance,FL,Fort Lauderdale,Miami,64.6302,14148570,Financial Services,1
4308,125,Innovative Office Solutions,MN,Burnsville,Minneapolis,64.6105,54054620,Business Products & Services,7
4309,48,Softwriters,PA,Allison Park,Pittsburgh PA,64.5984,16977317,Health,8
4310,25,Greenland America,GA,Roswell,Atlanta,64.5455,128524396,Business Products & Services,6
4311,53,Liberty Personnel Services,PA,King of Prussia,Philadelphia,64.5502,8525735,Human Resources,5
4312,175,iSi Environmental,KS,Wichita,Wichita KS,64.5109,17694564,Environmental Services,7
4313,287,Primatics Financial,VA,McLean,,64.5036,49119037,Financial Services,6
4314,22,Image Locations,CA,Beverly Hills,Los Angeles,64.4897,7027000,Media,4
4315,95,Express Diagnostics Int'l,MN,Blue Earth,,64.4739,12981631,Health,2
4316,26,LED Source,FL,Wellington,Miami,64.4369,8505801,Business Products & Services,4
4317,1080,Interstate Companies,MN,Bloomington,Minneapolis,64.4322,457986167,Business Products & Services,2
4318,26,AIO Network Solutions,TX,Richardson,Dallas,64.3865,3330375,IT Services,3
4319,14,IdeaStream Consumer Products,OH,Cleveland,Cleveland,64.3547,27268446,Consumer Products & Services,3
4320,39,Gerstein Fisher,NY,New York,New York City,64.2956,12239756,Financial Services,2
4321,31,Cassaday & Company,VA,McLean,Washington DC,64.2577,8935245,Financial Services,5
4322,230,JBA Consulting Engineers,NV,Las Vegas,Las Vegas-Paradise NV,64.2124,23908138,Engineering,1
4323,86,Mid-Atlantic ProTel,WV,Martinsburg,Hagerstown-Martinsburg MD-WV,64.1135,14022270,Retail,1
4324,718,Chaparral Energy,OK,Oklahoma City,Oklahoma City OK,64.0533,628808000,Energy,5
4325,32,DMC Consultants,MI,Detroit,Detroit,63.9776,7551329,Government Services,5
4326,290,FM Facility Maintenance,CT,Hartford,Hartford-West Hartford-East Hartford CT,63.9628,506573000,Business Products & Services,6
4327,52,Temporary Housing Directory,TX,Plano,Denver,63.8679,54352059,Real Estate,7
4328,48,Sentry Communications & Security,NY,Hicksville,New York City,63.8273,6657891,Security,7
4329,65,Media Brokers International,GA,Alpharetta,Atlanta,63.7962,71729347,Advertising & Marketing,5
4330,72,Green Lawn Fertilizing,PA,West Chester,Philadelphia,63.6841,8184386,Consumer Products & Services,3
4331,15,PlanetOne Communications,AZ,Scottsdale,Phoenix,63.6513,13984000,Telecommunications,4
4332,95,GST,CA,Cerritos,Los Angeles,63.602,82120000,Computer Hardware,2
4333,42,Commercial Cutting & Graphics,OH,Mansfield,Mansfield OH,63.5932,6972170,Advertising & Marketing,1
4334,400,England Logistics,UT,West Valley City,Salt Lake City,63.5726,317174000,Logistics & Transportation,4
4335,30,Abacus Wealth Partners,CA,Santa Monica,Los Angeles,63.5368,7424992,Financial Services,3
4336,13,ITAD Solutions,CA,South San Francisco,San Francisco,63.5014,2708809,IT Services,1
4337,15,Blough Tech,GA,Cairo,Bainbridge GA,63.4662,2009000,IT Services,1
4338,50,Informz,NY,Saratoga Springs,Albany-Schenectady-Troy NY,63.4615,9262493,Software,1
4339,13,LLBH Private Wealth Management,CT,Westport,Bridgeport-Stamford-Norwalk CT,63.4171,7777237,Financial Services,1
4340,61,352,FL,Newberry,Gainesville FL,63.3469,5974881,Advertising & Marketing,8
4341,9,Demanko HLC Logistics,NH,Londonderry,Boston,63.3507,4702416,Logistics & Transportation,1
4342,350,Infinity Consulting Solutions,NY,New York,New York City,63.3404,42190905,Human Resources,8
4343,97,The Trade Group,TX,Carrollton,Dallas,63.3411,19894254,Advertising & Marketing,1
4344,257,immixGroup,VA,McLean,Washington DC,63.2867,920251833,IT Services,7
4345,396,MedRisk,PA,King of Prussia,Philadelphia,63.2623,225130240,Insurance,8
4346,47,Xantrion,CA,Oakland,San Francisco,63.2587,9629000,IT Services,4
4347,30,Exclusive Concepts,MA,Burlington,Boston,63.2516,4860000,Advertising & Marketing,6
4348,22,Bear Metal Works,NY,Buffalo,Buffalo-Niagara Falls NY,63.2334,2504000,Manufacturing,2
4349,1613,Hyland Software,OH,Westlake,Cleveland,63.2214,274811000,Software,8
4350,68,Wine Chateau,NJ,Metuchen,New York City,63.1474,18830710,Retail,1
4351,9,Valudor Products,CA,San Diego,San Diego,63.1407,28025675,Manufacturing,3
4352,73,PMMC,NC,Charlotte,Charlotte,63.1263,10308792,Health,7
4353,32,Steadfast Networks,IL,Chicago,Chicago,63.113,12036583,IT Services,7
4354,6,Covenant Partners,TN,Nashville,Nashville,63.0768,2494540,Financial Services,1
4355,35,Hawaiian Falls,TX,Las Colinas,Dallas,63.0685,15454000,Travel & Hospitality,1
4356,319,AEgis Technologies Group,AL,Huntsville,Huntsville AL,63.0295,63062716,Government Services,4
4357,12,Integrity Systems & Solutions,CT,Cheshire,New Haven-Milford CT,63.0291,3074073,IT Services,1
4358,120,KB Building Services,NE,Omaha,Omaha-Council Bluffs NE-IA,62.9204,5707802,Business Products & Services,3
4359,133,Tenacity Solutions,VA,Reston,Washington DC,62.8954,34540528,IT Services,5
4360,25,Productive Dentist Academy,WA,Anacortes,,62.8914,3189486,Health,3
4361,52,TechCXO,GA,Atlanta,Atlanta,62.8396,9315172,Business Products & Services,3
4362,25,Documentation Strategies,NY,Rensselaer,Albany-Schenectady-Troy NY,62.7868,3206900,IT Services,2
4363,22,National Ultrasound,GA,Duluth,Atlanta,62.759,11468000,Health,7
4364,55,Saturn Systems,MN,Duluth,Duluth MN-WI,62.7369,5256370,Software,4
4365,200,Drexel Building Supply,WI,Campbellsport,Beaver Dam WI,62.6914,86791000,Construction,5
4366,16,Triton Datacom,FL,Miami,Miami,62.6168,6565550,Computer Hardware,1
4367,16,Biz IT Pros,WA,Enumclaw,Seattle,62.5857,2204508,IT Services,1
4368,57,Brite Computers,NY,Victor,Rochester NY,62.5616,27165570,IT Services,4
4369,271,Integrated Landscape Management,AZ,Tempe,Phoenix,62.5252,15572778,Environmental Services,1
4370,38,Frank Myers Auto Maxx,NC,Winston Salem,Winston-Salem NC,62.5081,7939133,Consumer Products & Services,3
4371,103,Marathon Data Systems,NJ,Wall Township,New York City,62.4906,21660000,Software,4
4372,35,Skyline Exhibits & Events (Dallas/Fort Worth TX),TX,Grand Prairie,Dallas,62.4433,9667000,Advertising & Marketing,5
4373,27,North American Transport Services,FL,Hialeah,Miami,62.426,27469850,Logistics & Transportation,1
4374,92,WTP Advisors,NY,White Plains,New York City,62.4346,19212864,Business Products & Services,4
4375,67,Ready Wireless,IA,Hiawatha,Iowa City IA,62.4161,28648332,Telecommunications,3
4376,18,Quango,OR,Portland,Portland OR,62.4213,4170761,Advertising & Marketing,2
4377,265,Statewide Remodeling,TX,DFW Airport,Dallas,62.4018,38962000,Construction,5
4378,18,Boundary Systems,OH,Middleburg Heights,Cleveland,62.3509,4568962,IT Services,4
4379,77,PrimeRevenue,GA,Atlanta,Atlanta,62.2748,13240000,Financial Services,3
4380,14,Sweet Financial Services,MN,Fairmont,Fairmont MN,62.2684,2360553,Financial Services,1
4381,33,Alpi International,CA,Oakland,San Francisco,62.2167,5869000,Advertising & Marketing,3
4382,280,Sign-Zone,MN,Ramsey,Minneapolis,62.1739,52160000,Manufacturing,7
4383,350,netPolarity,CA,Campbell,San Jose,62.1241,50310625,Human Resources,1
4384,96,Coury & Buehler Physical Therapy,CA,Brea,Los Angeles,62.1202,6591531,Health,1
4385,15,APTech Group,OH,Cincinnati,Cincinnati,61.992,4863000,Manufacturing,4
4386,65,Mosaic Rehabilitation,WA,Bellevue,Seattle,61.8763,3412685,Health,1
4387,809,People's Care Holdings,CA,Chino Hills,Riverside-San Bernardino-Ontario CA,61.8563,28824674,Health,6
4388,154,Che International Group,OH,Cincinnati,Cincinnati,61.8212,31170000,Manufacturing,3
4389,169,Cosentry,NE,Omaha,Omaha-Council Bluffs NE-IA,61.7783,34350290,IT Services,8
4390,169,PreCheck,TX,Houston,Houston,61.7117,19439277,Health,2
4391,17,Absolute Capital Management,PA,Pittsburgh,Pittsburgh PA,61.6988,4362408,Financial Services,4
4392,116,Structured Communication Systems,OR,Clackamas,Portland OR,61.6618,74701720,IT Services,6
4393,80,DSi,TN,Nashville,Nashville,61.6358,11577815,Business Products & Services,5
4394,311,T-Force,CA,Irvine,Los Angeles,61.5991,32904441,Telecommunications,3
4395,1400,Fragomen,NY,New York,New York City,61.5866,387000000,Business Products & Services,4
4396,694,Access Destination Services,CA,San Diego,San Diego,61.5198,63617242,Travel & Hospitality,2
4397,5017,Aspen Dental,NY,East Syracuse,Syracuse NY,61.5059,664427805,Health,1
4398,25,Maga Design Group,DC,Washington,Washington DC,61.3874,5095000,Business Products & Services,6
4399,15,CB Transportation,PA,Chester Springs,Philadelphia,61.3718,16756799,Logistics & Transportation,4
4400,140,Tristar Products,NJ,Fairfield,New York City,61.3007,332986402,Advertising & Marketing,4
4401,20,Titan SEO,CA,San Diego,San Diego,61.3048,4525467,Advertising & Marketing,5
4402,17,Luggage Forward,MA,Boston,Boston,61.2851,4211800,Travel & Hospitality,4
4403,50,Active Web Group,NY,Hauppauge,New York City,61.2722,2906248,Advertising & Marketing,1
4404,78,Boice.net,IN,New Albany,Louisville/Jefferson KY-IN,61.2475,37363437,IT Services,3
4405,365,AIReS,PA,Pittsburgh,Pittsburgh PA,61.2384,242326296,Logistics & Transportation,6
4406,21,Accent Building Materials,TX,Tomball,Houston,61.2398,30834247,Construction,1
4407,24,Expo Logic,PA,East Norriton,Philadelphia,61.2294,2940102,Software,2
4408,0,American Sensor Technologies,NJ,Budd Lake,New York City,61.2169,19722422,Manufacturing,3
4409,204,KAYA Associates,AL,Huntsville,Huntsville AL,61.1789,29602740,Government Services,4
4410,101,Proliant,GA,Atlanta,Atlanta,61.1472,13401000,Human Resources,3
4411,22,HRAnswerLink,CA,Pleasanton,San Francisco,61.1285,2570000,Human Resources,3
4412,20,Aurizon Ultrasonics,WI,Kimberly,Appleton WI,61.1057,4521928,Manufacturing,1
4413,2627,SNL Financial,VA,Charlottesville,Charlottesville VA,61.0953,187960809,Business Products & Services,6
4414,500,Diamond Marketing Solutions,IL,St. Charles,Chicago,61.0959,70792000,Advertising & Marketing,1
4415,232,Cobb Pediatric Therapy Services,GA,Kennesaw,Atlanta,61.0851,11564320,Health,7
4416,104,Advance Payroll Funding,OH,Cleveland,Cleveland,61.0843,29712000,Financial Services,1
4417,8,Leonard Consulting,UT,Salt Lake City,Salt Lake City,61.0679,7760176,Government Services,3
4418,2391,Great Expressions Dental Centers,MI,Bloomfield Hills,Detroit,61.0431,261679000,Health,6
4419,11,College Nannies and Tutors,MN,Minneapolis,Minneapolis,61.0213,2600135,Consumer Products & Services,1
4420,77,Massage Envy Franchising,AZ,Scottsdale,Phoenix,60.97,63351640,Consumer Products & Services,6
4421,61,NETtime Solutions,AZ,Scottsdale,Phoenix,60.9605,5805270,Software,5
4422,24,The Noble Group,TX,Sugar Land,Houston,60.7446,4561217,Financial Services,1
4423,597,DiscountMugs.com,FL,Miami,Miami,60.6794,98226775,Business Products & Services,5
4424,63,ExakTime,CA,Calabasas,Los Angeles,60.6722,12239035,Business Products & Services,5
4425,65,American Technology Services,VA,Fairfax,Washington DC,60.6292,10086600,IT Services,5
4426,35,USAFact,CA,Riverside,Riverside-San Bernardino-Ontario CA,60.6219,4819848,Human Resources,1
4427,49,FIFO Wireless,FL,Miami,Miami,60.6058,13897412,Consumer Products & Services,2
4428,20,Insight Resource Group,CA,Orinda,San Francisco,60.5821,12849015,Advertising & Marketing,5
4429,114,Annese & Associates,NY,Clifton Park,Albany-Schenectady-Troy NY,60.5257,84042083,Telecommunications,5
4430,28,Select Office Suites,NY,New York,New York City,60.5059,8369170,Real Estate,2
4431,64,Bayshore Solutions,FL,Tampa,Tampa,60.4649,7888240,Advertising & Marketing,6
4432,107,Hydra-Power Systems,OR,Portland,Portland OR,60.4306,45633205,Manufacturing,3
4433,37,Quest CE,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,60.3896,5036576,Financial Services,5
4434,5,MarketingFX,TX,Dallas,Dallas,60.3624,3083038,Business Products & Services,1
4435,53,Diono,WA,Puyallup,Seattle,60.2377,29653655,Consumer Products & Services,3
4436,74,InfoWorks,TN,Nashville,Nashville,60.061,11025000,IT Services,1
4437,13,Cannonball Wine Company,CA,Healdsburg,Santa Rosa-Petaluma CA,60.0258,5522847,Food & Beverage,1
4438,179,ITsavvy,IL,Addison,Chicago,59.9639,133921947,IT Services,6
4439,120,Search Technologies,VA,Herndon,Washington DC,59.8999,20911222,IT Services,5
4440,230,Patriot National Insurance Group,FL,Fort Lauderdale,Miami,59.8718,357223617,Insurance,2
4441,40,Terapeak,CA,Palo Alto,San Jose,59.8373,8615643,Business Products & Services,1
4442,2847,TransPerfect,NY,New York,New York City,59.7838,401561454,Business Products & Services,7
4443,159,Shoptech Industrial Software,CT,Glastonbury,Hartford-West Hartford-East Hartford CT,59.7798,25591151,Software,8
4444,3500,DISYS,VA,McLean,Washington DC,59.7655,320989000,IT Services,7
4445,139,SchoolWires,PA,State College,State College PA,59.7527,17423522,Education,8
4446,84,The Summit Group,UT,Salt Lake City,Salt Lake City,59.73,17376161,Advertising & Marketing,1
4447,31,Cohn Marketing,CO,Denver,Denver,59.723,4741642,Advertising & Marketing,4
4448,22,Boyce Design & Contracting,GA,Atlanta,Atlanta,59.6359,2402132,Construction,1
4449,32,Copier Fax Business Technologies,NY,Buffalo,Buffalo-Niagara Falls NY,59.593,6036369,Business Products & Services,6
4450,85,Saratoga Technologies,TN,Johnson City,Johnson City TN,59.5525,11890177,IT Services,7
4451,20,MotherG,IL,Itasca,Chicago,59.5435,3163463,IT Services,2
4452,89,bb7,WI,Madison,Madison WI,59.4328,12479390,Business Products & Services,1
4453,35,corporate united,OH,Westlake,Cleveland,59.4071,9514831,Business Products & Services,7
4454,550,iTech US,VT,South Burlington,Burlington-South Burlington VT,59.3865,63559213,IT Services,5
4455,75,Unlimited Landscaping & Turf Management,GA,Buford,Atlanta,59.3707,6003997,Construction,1
4456,33,Incorporating Services,DE,Dover,Dover DE,59.3488,4582575,Business Products & Services,4
4457,25,Proactive Technologies,NY,New York,New York City,59.286,4194000,IT Services,4
4458,61,National Food Group,MI,Novi,Detroit,59.2407,60493089,Food & Beverage,5
4459,5265,RuffaloCODY,IA,Cedar Rapids,Iowa City IA,59.1775,91975402,Business Products & Services,9
4460,214,Keller Williams Realty International,TX,Austin,Austin,59.0869,190918465,Real Estate,6
4461,68,Commdex Consulting,GA,Norcross,Atlanta,59.0656,18248000,Telecommunications,7
4462,138,NorthPoint,NY,New York,New York City,58.9999,29028170,Business Products & Services,3
4463,53,BrandKarma,CA,Irvine,Los Angeles,58.9818,9868000,Health,1
4464,42,Horizon Roofing,MN,Waite Park,St. Cloud MN,58.9697,6423170,Construction,3
4465,60,Affectionate Pet Care,VA,Fairfax,Washington DC,58.9675,2464757,Consumer Products & Services,1
4466,265,Aquilent,MD,Laurel,Washington DC,58.9516,65603241,Government Services,1
4467,41,Adaptive Communications,NH,Portsmouth,Boston,58.9351,57463000,IT Services,3
4468,21,Skyline Exhibits of Central Ohio,OH,Columbus,Columbus OH,58.9269,4940488,Advertising & Marketing,2
